Id,Province,Year,Location,Plot,Tree,Species,Diameter,Height,Lat,Long,Biomass
2036,NS,,,,214,Jack Pine,16.4,15.9,,,94.32999
2037,NS,,,,215,Jack Pine,9.0,11.6,,,15.256
2038,NS,,,,216,Jack Pine,12.3,12.6,,,39.04799
2039,NS,,,,217,Jack Pine,21.6,16.8,,,145.95699
2040,NS,,,,218,Jack Pine,13.3,14.4,,,57.92798
2041,NS,,,,219,Jack Pine,23.1,16.9,,,171.66399
2042,NS,,,,220,Jack Pine,21.7,16.1,,,137.45099
2043,NS,,,,221,Jack Pine,7.8,11.1,,,13.348
2044,NS,,,,234,White Spruce,26.4,11.4,,,156.23798
2045,NS,,,,235,White Spruce,18.6,9.6,,,80.782
2046,NS,,,,236,White Spruce,15.2,8.9,,,41.68199
2047,NS,,,,238,White Spruce,20.4,10.6,,,107.32901
2048,NS,,,,239,Balsam Fir,8.0,6.6,,,9.06
2049,NS,,,,240,Balsam Fir,8.8,6.5,,,14.825
2050,NS,,,,246,Black Spruce and Red Spruce Hybrid?,24.1,16.1,,,197.46199
2051,NS,,,,250,Black Spruce and Red Spruce Hybrid?,8.0,9.0,,,13.656
2052,NS,,,,251,White Spruce,22.3,15.1,,,148.924
2053,NS,,,,252,Black Spruce and Red Spruce Hybrid?,23.7,14.4,,,165.54898
2054,NS,,,,253,Balsam Fir,13.9,11.2,,,50.87399
2055,NS,,,,254,Balsam Fir,12.7,11.0,,,32.67198
2056,NS,,,,263,White Spruce,4.0,3.0,,,2.856
2057,NS,,,,276,Balsam Fir,27.2,16.6,,,221.10802
2058,NS,,,,277,Balsam Fir,30.6,17.0,,,233.856
2059,NS,,,,278,Balsam Fir,30.5,16.1,,,238.68901
2060,NS,,,,279,Balsam Fir,16.9,11.2,,,60.431
2061,NS,,,,280,Balsam Fir,13.2,12.0,,,40.52299
2062,NS,,,,281,Balsam Fir,18.1,11.8,,,87.192
2063,NS,,,,282,Black Spruce and Red Spruce Hybrid?,7.7,5.8,,,13.535
2064,NS,,,,283,Red Pine,29.3,14.3,,,239.36798
2065,NS,,,,284,Red Pine,29.0,14.1,,,196.27699
2066,NS,,,,285,Red Pine,29.1,13.8,,,232.16498
2067,NS,,,,286,Black Spruce and Red Spruce Hybrid?,11.4,8.1,,,28.88799
2068,NS,,,,287,Black Spruce and Red Spruce Hybrid?,12.0,8.8,,,38.254
2069,NS,,,,288,Black Spruce and Red Spruce Hybrid?,18.3,12.6,,,114.20198
2070,NS,,,,289,Black Spruce and Red Spruce Hybrid?,19.0,13.6,,,111.89
2071,NS,,,,290,Red Pine,5.7,4.4,,,4.247
2072,NS,,,,291,Red Pine,16.0,13.6,,,75.819
2073,NS,,,,292,Red Pine,11.8,9.7,,,31.59399
2074,NS,,,,293,Red Pine,20.3,12.8,,,104.13199
2075,NS,,,,294,Red Pine,23.0,15.0,,,143.603
2076,NS,,,,295,Red Pine,10.1,8.0,,,17.91399
2077,NS,,,,296,Red Pine,31.4,16.1,,,301.83789
2078,NS,,,,297,Red Pine,27.2,15.9,,,213.043
2079,NS,,,,298,Red Pine,20.7,15.8,,,123.28699
2080,NS,,,,299,Black Spruce and Red Spruce Hybrid?,20.0,14.0,,,110.92999
2081,NS,,,,300,Red Pine,15.5,13.5,,,60.40498
2082,NS,,,,301,Red Pine,22.7,13.9,,,139.659
2083,NS,,,,303,Black Spruce and Red Spruce Hybrid?,14.1,8.3,,,48.36099
2084,NS,,,,304,Balsam Fir,17.0,8.5,,,52.55499
2085,NS,,,,307,Black Spruce and Red Spruce Hybrid?,15.8,10.7,,,70.74199
2086,NS,,,,312,White Spruce,28.7,16.7,,,209.157
2087,NS,,,,313,White Spruce,25.6,16.0,,,197.74599
2088,NS,,,,314,Black Spruce and Red Spruce Hybrid?,14.7,9.2,,,60.808
2089,NS,,,,315,Balsam Fir,17.0,13.0,,,64.91199
2090,NS,,,,317,White Spruce,18.3,14.8,,,85.94699
2091,NS,,,,318,Jack Pine,15.7,14.0,,,62.04199
2092,NS,,,,319,Jack Pine,15.1,14.2,,,66.14699
2093,NS,,,,320,Jack Pine,9.5,8.7,,,17.55899
2094,NS,,,,321,Jack Pine,20.6,14.4,,,112.96399
2095,NS,,,,322,White Spruce,30.4,13.2,,,237.321
2096,NS,,,,323,White Spruce,20.6,8.7,,,115.38799
2097,NS,,,,324,Black Spruce and Red Spruce Hybrid?,17.8,11.6,,,80.14398
2098,NS,,,,325,Balsam Fir,11.2,5.6,,,21.14299
2099,NS,,,,326,Balsam Fir,6.4,4.8,,,5.708
2100,NS,,,,327,Balsam Fir,11.7,8.2,,,32.67499
2101,NS,,,,330,White Spruce,9.4,6.6,,,18.90599
2102,NS,,,,331,White Spruce,14.5,8.0,,,54.899
2103,NS,,,,332,Black Spruce and Red Spruce Hybrid?,4.3,3.2,,,9.023
2104,NS,,,,333,Balsam Fir,8.4,4.2,,,8.0
2105,NS,,,,340,Black Spruce and Red Spruce Hybrid?,4.1,3.2,,,3.64
2106,NS,,,,344,Black Spruce and Red Spruce Hybrid?,11.0,9.0,,,25.58699
2107,NS,,,,345,Black Spruce and Red Spruce Hybrid?,10.4,5.4,,,20.95
2108,NS,,,,346,White Spruce,7.8,4.5,,,10.771
2109,NS,,,,347,Tamarack Larch,6.9,6.0,,,6.094
2110,NS,,,,348,White Spruce,22.9,10.7,,,127.95
2111,NS,,,,349,White Spruce,7.6,5.5,,,9.269
2112,NS,,,,350,White Spruce,15.1,6.9,,,43.67099
2113,NS,,,,351,White Spruce,28.5,12.5,,,208.23399
2114,NS,,,,352,White Spruce,18.9,8.4,,,76.511
2115,NS,,,,353,Tamarack Larch,22.9,15.4,,,162.855
2116,NS,,,,354,White Spruce,3.7,2.8,,,2.614
2117,NS,,,,355,White Spruce,17.2,8.5,,,67.804
2118,NS,,,,357,Black Spruce and Red Spruce Hybrid?,4.1,3.2,,,2.486
2119,NS,,,,368,Balsam Fir,20.8,11.7,,,118.98199
2120,NS,,,,369,Balsam Fir,21.7,13.5,,,146.783
2121,NS,,,,371,Balsam Fir,21.1,14.0,,,100.452
2122,NS,,,,372,Balsam Fir,22.8,16.2,,,140.15199
2123,NS,,,,373,Black Spruce and Red Spruce Hybrid?,25.6,15.0,,,211.259
2124,NS,,,,374,Balsam Fir,27.1,16.3,,,176.13501
2125,NS,,,,375,Balsam Fir,19.6,12.7,,,82.56799
2126,NS,,,,376,Red Pine,33.5,14.9,,,321.07178
2127,NS,,,,377,Red Pine,25.5,13.9,,,166.84599
2128,NS,,,,378,Red Pine,31.6,16.1,,,308.62793
2129,NS,,,,379,Red Pine,34.3,16.2,,,319.74487
2130,NS,,,,380,Red Pine,2.5,2.2,,,1.049
2131,NS,,,,381,Red Pine,7.3,7.9,,,8.928
2132,NS,,,,382,Red Pine,17.1,12.3,,,57.71399
2133,NS,,,,383,Red Pine,13.0,14.8,,,41.26898
2134,NS,,,,384,Red Pine,21.0,15.0,,,108.332
2135,NS,,,,385,Red Pine,14.0,13.8,,,43.30998
2136,NS,,,,386,Red Pine,8.9,8.9,,,12.891
2137,NS,,,,387,Red Pine,17.9,13.4,,,75.79898
2138,NS,,,,388,Tamarack Larch,15.2,11.5,,,60.58899
2139,NS,,,,389,Tamarack Larch,16.3,11.1,,,61.79498
2140,NS,,,,390,Red Pine,24.7,13.0,,,143.786
2141,NS,,,,393,White Spruce,32.3,15.4,,,324.31396
2142,NS,,,,394,White Spruce,31.4,17.3,,,282.27588
2143,NS,,,,398,White Spruce,13.2,1.1,,,40.81598
2144,NS,,,,399,White Spruce,12.8,8.4,,,31.52798
2145,NS,,,,400,Grey Birch,14.6,12.7,,,69.11998
2146,NS,,,,409,Jack Pine,29.3,10.1,,,247.45399
2147,NS,,,,410,Jack Pine,31.0,18.1,,,280.45898
2148,NS,,,,411,Jack Pine,33.9,16.6,,,359.93799
2149,NS,,,,412,Jack Pine,4.9,4.9,,,6.046
2150,NS,,,,413,Balsam Fir,24.9,14.1,,,154.97398
2151,NS,,,,415,Balsam Fir,10.8,9.6,,,19.821
2152,NS,,,,418,Tamarack Larch,23.0,17.1,,,165.28799
2153,NS,,,,419,Tamarack Larch,28.8,19.7,,,217.45599
2154,NS,,,,420,Tamarack Larch,25.9,17.4,,,185.23099
2155,NS,,,,421,Tamarack Larch,19.1,15.3,,,105.95398
2156,NS,,,,422,Tamarack Larch,18.8,16.4,,,98.564
2157,NS,,,,423,Tamarack Larch,25.7,19.5,,,233.64699
2158,NS,,,,424,Balsam Fir,9.8,6.3,,,16.83499
2159,NS,,,,425,Tamarack Larch,28.3,17.6,,,223.39299
2160,NS,,,,426,Tamarack Larch,17.2,13.6,,,83.78999
2161,NS,,,,427,Balsam Fir,15.1,10.6,,,45.35599
2162,NS,,,,428,Tamarack Larch,21.1,16.0,,,130.31499
2163,NS,,,,429,Tamarack Larch,6.5,6.9,,,8.921
2164,NS,,,,430,Tamarack Larch,17.8,14.2,,,91.698
2165,NS,,,,431,Tamarack Larch,22.5,14.0,,,122.59
2166,NS,,,,432,Tamarack Larch,8.9,8.6,,,16.39
2167,NS,,,,433,Balsam Fir,29.4,15.6,,,253.62401
2168,NS,,,,434,Black Spruce and Red Spruce Hybrid?,32.6,19.7,,,435.98779
2169,NS,,,,435,Black Spruce and Red Spruce Hybrid?,26.0,14.6,,,208.92101
2170,NS,,,,436,White Spruce,26.7,16.6,,,207.269
2171,NS,,,,437,White Spruce,26.7,16.7,,,182.871
2172,NS,,,,438,Balsam Fir,22.0,15.5,,,140.914
2173,NS,,,,439,Balsam Fir,19.4,13.9,,,97.117
2174,NS,,,,440,Balsam Fir,23.7,16.1,,,154.41901
2175,NS,,,,441,Black Spruce and Red Spruce Hybrid?,27.4,15.9,,,225.513
2176,NS,,,,442,Balsam Fir,25.6,16.0,,,177.416
2177,NS,,,,447,Black Spruce and Red Spruce Hybrid?,27.3,16.2,,,239.556
2178,NS,,,,448,Balsam Fir,28.0,16.3,,,211.62302
2179,NS,,,,450,Tamarack Larch,30.7,19.6,,,300.698
2180,NS,,,,451,Tamarack Larch,23.9,16.9,,,162.80199
2181,NS,,,,452,Tamarack Larch,13.5,14.3,,,43.30598
2182,NS,,,,453,Tamarack Larch,13.3,14.6,,,52.03299
2183,NS,,,,454,Tamarack Larch,12.6,14.5,,,46.18698
2184,NS,,,,455,Tamarack Larch,21.5,16.0,,,140.319
2185,NS,,,,456,Tamarack Larch,24.9,19.5,,,186.67599
2186,NS,,,,457,Tamarack Larch,23.6,16.3,,,168.44598
2187,NS,,,,458,Black Spruce and Red Spruce Hybrid?,28.2,15.8,,,238.582
2188,NS,,,,459,White Spruce,17.0,13.8,,,73.65398
2189,NS,,,,460,Black Spruce and Red Spruce Hybrid?,19.3,15.1,,,119.63998
2190,NS,,,,461,Black Spruce and Red Spruce Hybrid?,16.8,15.3,,,75.987
2191,NS,,,,462,Black Spruce and Red Spruce Hybrid?,30.5,14.5,,,264.72876
2192,NS,,,,463,Black Spruce and Red Spruce Hybrid?,33.8,15.7,,,383.25171
2193,NS,,,,464,Black Spruce and Red Spruce Hybrid?,29.1,15.1,,,235.32001
2194,NS,,,,465,Black Spruce and Red Spruce Hybrid?,31.0,16.2,,,343.10376
2195,NS,,,,475,Jack Pine,27.6,14.6,,,239.62201
2196,NS,,,,476,Jack Pine,24.9,14.0,,,148.90599
2197,NS,,,,477,Jack Pine,26.2,14.7,,,206.39699
2198,NS,,,,478,White Spruce,29.7,16.7,,,242.03101
2199,NS,,,,481,White Spruce,26.9,16.0,,,198.864
2200,NS,,,,482,White Spruce,25.0,18.2,,,224.364
2201,NS,,,,483,White Spruce,23.7,17.1,,,167.217
2202,NS,,,,485,Tamarack Larch,27.7,19.0,,,252.806
2203,NS,,,,487,Jack Pine,2.8,3.3,,,1.066
2204,NS,,,,488,Jack Pine,4.4,4.2,,,2.453
2205,NS,,,,489,Jack Pine,10.0,6.4,,,19.03999
2206,NS,,,,490,Jack Pine,9.6,6.3,,,16.89
2207,NS,,,,491,Jack Pine,6.1,4.4,,,5.996
2208,NS,,,,492,Jack Pine,4.0,3.5,,,2.039
2209,NS,,,,493,Tamarack Larch,4.5,3.8,,,3.098
2210,NS,,,,495,Tamarack Larch,6.1,5.4,,,7.032
2211,NS,,,,496,Jack Pine,7.3,5.0,,,8.912
2212,NS,,,,497,Red Pine,7.8,5.7,,,10.148
2213,NS,,,,498,Red Pine,2.3,2.1,,,0.634
2214,NS,,,,499,Red Pine,3.7,2.6,,,1.615
2215,NS,,,,500,Red Pine,17.0,9.4,,,65.24799
2216,NS,,,,501,Red Pine,6.3,4.6,,,4.595
2217,NS,,,,502,Red Pine,18.0,9.5,,,72.69499
2218,NS,,,,503,Red Pine,6.6,5.6,,,5.908
2219,NS,,,,504,Red Pine,5.5,4.4,,,3.933
2220,NS,,,,505,Red Pine,9.2,6.8,,,13.011
2221,NS,,,,506,Red Pine,2.8,2.2,,,1.165
2222,NS,,,,507,Black Spruce and Red Spruce Hybrid?,12.8,10.0,,,44.98599
2223,NS,,,,508,Black Spruce and Red Spruce Hybrid?,1.6,1.8,,,0.597
2224,NS,,,,509,Black Spruce and Red Spruce Hybrid?,2.6,2.3,,,1.123
2225,NS,,,,511,White Spruce,17.3,11.4,,,69.12
2226,NS,,,,514,Balsam Fir,11.1,7.6,,,24.98999
2227,NS,,,,519,Balsam Fir,7.9,6.3,,,10.979
2228,NS,,,,524,Tamarack Larch,2.0,2.4,,,0.834
2229,NS,,,,558,White Spruce,12.8,6.9,,,29.54997
2230,NS,,,,562,Balsam Fir,7.1,4.5,,,11.206
2231,NS,,,,563,Balsam Fir,6.5,4.8,,,7.061
2232,NS,,,,564,Balsam Fir,5.5,4.5,,,5.634
2233,NS,,,,565,Balsam Fir,3.0,2.8,,,2.072
2234,NS,,,,566,Balsam Fir,5.9,4.5,,,6.113
2235,NS,,,,567,Balsam Fir,5.4,5.2,,,4.451
2236,NS,,,,568,Balsam Fir,2.4,3.5,,,0.753
2237,NS,,,,569,Balsam Fir,1.8,2.2,,,0.625
2238,NS,,,,570,Balsam Fir,3.8,2.8,,,1.767
2239,NS,,,,571,Balsam Fir,3.8,3.4,,,2.09
2240,NS,,,,572,Balsam Fir,1.5,1.6,,,1.924
2241,NS,,,,574,White Spruce,2.2,2.4,,,1.097
2242,NS,,,,575,Black Spruce and Red Spruce Hybrid?,7.3,4.0,,,11.205
2243,NS,,,,576,White Spruce,5.2,3.7,,,5.14
2244,NS,,,,577,Black Spruce and Red Spruce Hybrid?,1.8,2.3,,,0.903
2245,NS,,,,578,White Spruce,6.7,4.9,,,8.51
2246,NS,,,,579,White Spruce,2.7,2.9,,,0.845
2247,NS,,,,580,White Spruce,4.5,4.1,,,2.764
2248,NS,,,,581,White Spruce,3.8,3.6,,,1.872
2249,NS,,,,582,White Spruce,2.1,2.2,,,0.412
2250,NS,,,,595,Black Spruce and Red Spruce Hybrid?,9.8,7.0,,,22.13799
2251,NS,,,,596,White Spruce,13.9,9.7,,,48.98199
2252,NS,,,,597,White Spruce,7.3,5.2,,,9.047
2253,NS,,,,598,Tamarack Larch,2.2,3.0,,,0.443
2254,NS,,,,599,Tamarack Larch,3.1,2.8,,,1.096
2255,NS,,,,600,Tamarack Larch,8.2,10.0,,,18.93098
2256,NS,,,,601,Tamarack Larch,7.3,7.9,,,10.128
2257,NS,,,,602,Tamarack Larch,8.6,9.4,,,14.651
2258,NS,,,,605,White Spruce,11.4,7.9,,,25.33199
2259,NS,,,,606,Black Spruce and Red Spruce Hybrid?,5.8,4.5,,,8.183
2260,NS,,,,607,Black Spruce and Red Spruce Hybrid?,5.2,4.4,,,4.369
2261,NS,,,,615,Tamarack Larch,7.9,6.8,,,11.394
2262,NS,,,,616,Tamarack Larch,5.7,3.9,,,5.278
2263,NS,,,,617,Tamarack Larch,4.5,3.6,,,2.144
2264,NT,1981,Hay River,31,1,Jack Pine,25.3,15.41,60.833,-115.783,193.24
2265,NT,1981,Hay River,31,3,Trembling Aspen,17.5,9.99,60.833,-115.783,45.92
2266,NT,1981,Hay River,31,4,Trembling Aspen,13.4,10.84,60.833,-115.783,42.44
2267,NT,1981,Hay River,31,5,Trembling Aspen,7.3,7.3,60.833,-115.783,9.98
2268,NT,1981,Hay River,31,6,Jack Pine,21.0,12.04,60.833,-115.783,116.89
2269,NT,1981,Hay River,31,7,Tamarack Larch,29.4,16.37,60.833,-115.783,259.96
2270,NT,1981,Hay River,31,8,Jack Pine,24.1,14.57,60.833,-115.783,148.01
2271,NT,1981,Hay River,31,9,Tamarack Larch,19.9,15.41,60.833,-115.783,118.6
2272,NT,1981,Hay River,31,11,Tamarack Larch,21.1,16.24,60.833,-115.783,148.98
2273,NT,1981,Hay River,31,12,Jack Pine,6.3,6.19,60.833,-115.783,11.0
2274,NT,1981,Hay River,31,13,White Spruce,24.3,17.81,60.833,-115.783,178.73
2275,NT,1981,Hay River,31,14,White Spruce,20.5,15.63,60.833,-115.783,113.82
2276,NT,1981,Hay River,31,15,White Spruce,32.1,18.24,60.833,-115.783,287.76
2277,NT,1981,Hay River,31,16,White Spruce,20.6,16.79,60.833,-115.783,105.49
2278,NT,1981,Hay River,31,17,White Spruce,11.7,11.02,60.833,-115.783,18.43
2279,NT,1981,Hay River,31,18,White Spruce,18.0,12.83,60.833,-115.783,74.2
2280,NT,1981,Hay River,31,19,Black Spruce,32.4,16.75,60.833,-115.783,232.11
2281,NT,1981,Hay River,31,20,White Spruce,8.3,8.7,60.833,-115.783,13.7
2282,NT,1981,Hay River,31,21,Black Spruce,19.5,14.11,60.833,-115.783,114.27
2283,NT,1981,Hay River,31,22,White Spruce,12.2,11.12,60.833,-115.783,37.08
2284,NT,1981,Hay River,31,25,Black Spruce,32.8,20.21,60.833,-115.783,395.69
2285,NT,1981,Hay River,31,27,Black Spruce,13.8,10.48,60.833,-115.783,40.84
2286,NT,1981,Hay River,31,28,Black Spruce,11.5,9.53,60.833,-115.783,27.07
2287,NT,1981,Hay River,31,29,White Spruce,27.9,18.65,60.833,-115.783,205.83
2288,NT,1981,Hay River,31,30,White Spruce,25.0,16.4,60.833,-115.783,175.6
2289,NT,1981,Hay River,31,31,White Spruce,27.5,19.96,60.833,-115.783,217.82
2290,NT,1981,Hay River,31,32,White Spruce,22.1,16.42,60.833,-115.783,156.77
2291,NT,1981,Hay River,31,33,Black Spruce,21.0,11.88,60.833,-115.783,95.24
2292,NT,1981,Hay River,31,34,Black Spruce,23.8,13.22,60.833,-115.783,126.6
2293,NT,1981,Hay River,31,35,Black Spruce,21.9,17.93,60.833,-115.783,115.75
2294,NT,1981,Hay River,31,36,Black Spruce,22.3,16.36,60.833,-115.783,146.29
2295,NT,1981,Hay River,31,37,Black Spruce,11.5,10.29,60.833,-115.783,30.1
2296,NT,1981,Hay River,31,38,Black Spruce,15.5,12.52,60.833,-115.783,55.52
2297,NT,1981,Hay River,31,39,Black Spruce,17.2,11.51,60.833,-115.783,65.23
2298,NT,1981,Hay River,31,40,Black Spruce,14.2,12.6,60.833,-115.783,55.55
2299,NT,1981,Hay River,31,41,Jack Pine,30.5,13.3,60.833,-115.783,194.93
2300,NT,1981,Hay River,31,42,Black Spruce,5.7,5.16,60.833,-115.783,4.63
2301,NT,1981,Hay River,31,43,Jack Pine,28.3,13.91,60.833,-115.783,150.87
2302,NT,1981,Hay River,31,44,Jack Pine,22.5,13.21,60.833,-115.783,121.44
2303,NT,1981,Hay River,31,45,Jack Pine,23.1,9.27,60.833,-115.783,99.42
2304,NT,1981,Hay River,31,46,Jack Pine,21.4,12.4,60.833,-115.783,92.77
2305,NT,1981,Hay River,31,47,Jack Pine,15.2,12.29,60.833,-115.783,55.1
2306,NT,1981,Hay River,31,48,Jack Pine,13.9,11.12,60.833,-115.783,44.95
2307,NT,1981,Hay River,31,49,Jack Pine,13.0,13.02,60.833,-115.783,39.86
2308,NT,1981,Hay River,31,50,White Spruce,35.9,20.87,60.833,-115.783,325.9
2309,NT,1981,Hay River,31,51,White Spruce,31.1,16.85,60.833,-115.783,225.72
2310,NT,1981,Hay River,31,52,White Spruce,31.7,18.43,60.833,-115.783,239.23
2311,NT,1981,Hay River,31,53,Jack Pine,11.3,11.75,60.833,-115.783,25.32
2312,NT,1981,Hay River,31,54,Jack Pine,12.1,9.51,60.833,-115.783,18.66
2313,NT,1981,Hay River,31,55,White Spruce,31.3,17.96,60.833,-115.783,240.54
2314,NT,1981,Hay River,31,56,White Spruce,35.0,16.78,60.833,-115.783,281.86
2315,NT,1981,Hay River,31,57,Jack Pine,12.7,13.12,60.833,-115.783,41.53
2316,NT,1981,Hay River,31,58,Tamarack Larch,26.6,16.37,60.833,-115.783,169.56
2317,NT,1981,Hay River,31,59,Black Spruce,8.4,7.07,60.833,-115.783,11.88
2318,NT,1981,Hay River,31,60,Tamarack Larch,24.2,12.92,60.833,-115.783,141.04
2319,NT,1981,Hay River,31,61,Black Spruce,9.4,7.11,60.833,-115.783,18.29
2320,NT,1981,Hay River,31,62,Tamarack Larch,13.1,8.1,60.833,-115.783,25.01
2321,NT,1981,Hay River,31,63,Black Spruce,7.8,6.13,60.833,-115.783,13.72
2322,NT,1981,Hay River,31,64,Black Spruce,5.6,5.39,60.833,-115.783,6.21
2323,NT,1981,Hay River,31,65,Black Spruce,6.2,6.3,60.833,-115.783,11.17
2324,NT,1981,Hay River,31,66,Black Spruce,4.4,3.8,60.833,-115.783,2.83
2325,NT,1981,Hay River,31,67,White Spruce,13.2,11.76,60.833,-115.783,43.25
2326,NT,1981,Hay River,31,68,White Spruce,33.3,19.09,60.833,-115.783,326.65
2327,NT,1981,Hay River,31,69,White Spruce,14.3,13.4,60.833,-115.783,53.33
2328,NT,1981,Hay River,31,70,White Spruce,14.3,13.0,60.833,-115.783,48.17
2329,NT,1981,Hay River,31,71,White Spruce,6.0,4.25,60.833,-115.783,5.87
2330,NT,1981,Hay River,31,72,White Spruce,13.0,8.57,60.833,-115.783,34.04
2331,NT,1981,Hay River,31,73,Trembling Aspen,21.7,22.48,60.833,-115.783,195.17
2332,NT,1981,Hay River,31,74,White Spruce,9.6,9.79,60.833,-115.783,14.52
2333,NT,1981,Hay River,31,75,Trembling Aspen,24.1,21.51,60.833,-115.783,246.01
2334,NT,1981,Hay River,31,76,Trembling Aspen,35.0,22.81,60.833,-115.783,637.88
2335,NT,1981,Hay River,31,78,Trembling Aspen,34.6,19.5,60.833,-115.783,529.43
2336,NT,1981,Hay River,31,79,Trembling Aspen,30.5,23.85,60.833,-115.783,388.18
2337,NT,1981,Hay River,31,80,Trembling Aspen,34.2,20.38,60.833,-115.783,426.3
2338,NT,1981,Hay River,31,81,Trembling Aspen,30.6,22.08,60.833,-115.783,379.57
2339,NT,1981,Hay River,31,82,Trembling Aspen,30.5,21.35,60.833,-115.783,348.41
2340,NT,1981,Hay River,31,83,Trembling Aspen,31.8,22.75,60.833,-115.783,394.58
2341,NT,1981,Hay River,31,84,Trembling Aspen,25.5,19.59,60.833,-115.783,215.95
2342,NT,1981,Hay River,31,85,Trembling Aspen,23.3,23.86,60.833,-115.783,214.13
2343,NT,1981,Hay River,31,86,Trembling Aspen,25.5,23.61,60.833,-115.783,256.45
2344,NT,1981,Hay River,31,87,Trembling Aspen,16.4,19.27,60.833,-115.783,94.05
2345,NT,1981,Hay River,31,88,Trembling Aspen,27.3,24.41,60.833,-115.783,308.92
2346,NT,1981,Hay River,31,89,Trembling Aspen,17.6,21.01,60.833,-115.783,110.24
2347,NT,1981,Hay River,31,90,Balsam Poplar,24.9,20.27,60.833,-115.783,144.79
2348,NT,1981,Hay River,31,91,Trembling Aspen,15.3,16.47,60.833,-115.783,73.76
2349,NT,1981,Hay River,31,92,Balsam Poplar,23.6,19.2,60.833,-115.783,128.0
2350,NT,1981,Hay River,31,93,Trembling Aspen,18.2,20.37,60.833,-115.783,104.95
2351,NT,1981,Hay River,31,94,Balsam Poplar,23.3,18.96,60.833,-115.783,135.64
2352,NT,1981,Hay River,31,95,Trembling Aspen,12.0,13.64,60.833,-115.783,35.15
2353,NT,1981,Hay River,31,96,Balsam Poplar,28.8,20.61,60.833,-115.783,197.71
2354,NT,1981,Hay River,31,97,Balsam Poplar,31.0,22.43,60.833,-115.783,240.78
2355,NT,1981,Hay River,31,98,Balsam Poplar,25.3,20.58,60.833,-115.783,181.47
2356,NT,1981,Hay River,31,99,Jack Pine,31.2,15.56,60.833,-115.783,249.02
2357,NT,1981,Hay River,31,100,Balsam Poplar,21.6,17.52,60.833,-115.783,139.48
2358,NT,1981,Hay River,31,101,Jack Pine,31.4,12.04,60.833,-115.783,237.36
2359,NT,1981,Hay River,31,102,Jack Pine,30.9,12.11,60.833,-115.783,220.49
2360,NT,1981,Hay River,31,103,Jack Pine,30.6,11.71,60.833,-115.783,245.97
2361,NT,1981,Hay River,31,104,Jack Pine,33.3,14.53,60.833,-115.783,293.61
2362,NT,1981,Fort Smith,32,106,Jack Pine,30.5,20.79,60.017,-111.95,365.54
2363,NT,1981,Fort Smith,32,107,Jack Pine,32.8,20.63,60.017,-111.95,392.59
2364,NT,1981,Fort Smith,32,108,Jack Pine,38.9,22.81,60.017,-111.95,618.27
2365,NT,1981,Fort Smith,32,109,Jack Pine,31.8,20.47,60.017,-111.95,310.85
2366,NT,1981,Fort Smith,32,110,Jack Pine,6.8,8.99,60.017,-111.95,10.54
2367,NT,1981,Fort Smith,32,111,Jack Pine,36.4,20.36,60.017,-111.95,446.22
2368,NT,1981,Fort Smith,32,112,Jack Pine,8.4,10.35,60.017,-111.95,15.86
2369,NT,1981,Fort Smith,32,113,Jack Pine,7.5,8.91,60.017,-111.95,14.11
2370,NT,1981,Fort Smith,32,114,Jack Pine,7.1,7.82,60.017,-111.95,9.73
2371,NT,1981,Fort Smith,32,115,Jack Pine,32.8,16.89,60.017,-111.95,306.52
2372,NT,1981,Fort Smith,32,116,Jack Pine,35.4,21.18,60.017,-111.95,450.15
2373,NT,1981,Fort Smith,32,117,Jack Pine,28.2,20.39,60.017,-111.95,276.13
2374,NT,1981,Fort Smith,32,118,Jack Pine,23.3,18.04,60.017,-111.95,171.68
2375,NT,1981,Fort Smith,32,119,Jack Pine,21.3,18.96,60.017,-111.95,151.23
2376,NT,1981,Fort Smith,32,120,Jack Pine,23.1,17.45,60.017,-111.95,168.89
2377,NT,1981,Fort Smith,32,122,Jack Pine,21.0,17.82,60.017,-111.95,134.03
2378,NT,1981,Fort Smith,32,123,White Spruce,32.3,24.64,60.017,-111.95,366.75
2379,NT,1981,Fort Smith,32,124,White Spruce,30.8,24.5,60.017,-111.95,368.63
2380,NT,1981,Fort Smith,32,125,White Spruce,30.7,23.43,60.017,-111.95,318.46
2381,NT,1981,Fort Smith,32,127,White Spruce,22.3,18.71,60.017,-111.95,109.75
2382,NT,1981,Fort Smith,32,128,White Spruce,20.7,19.88,60.017,-111.95,136.33
2383,NT,1981,Fort Smith,32,129,White Spruce,33.2,19.53,60.017,-111.95,370.11
2384,NT,1981,Fort Smith,32,130,White Spruce,31.3,23.61,60.017,-111.95,357.44
2385,NT,1981,Fort Smith,32,131,White Spruce,32.4,24.21,60.017,-111.95,354.29
2386,NT,1981,Fort Smith,32,132,White Spruce,23.3,20.56,60.017,-111.95,173.59
2387,NT,1981,Fort Smith,32,133,White Spruce,24.8,20.7,60.017,-111.95,183.94
2388,NT,1981,Fort Smith,32,134,White Spruce,24.8,21.92,60.017,-111.95,209.64
2389,NT,1981,Fort Smith,32,135,White Spruce,26.6,21.27,60.017,-111.95,224.38
2390,NT,1981,Fort Smith,32,136,White Spruce,20.8,23.32,60.017,-111.95,169.34
2391,NT,1981,Fort Smith,32,137,White Spruce,16.7,16.29,60.017,-111.95,69.37
